customer_id,order_number,order_revenue,follow_up_email,discount_amt_in_follow_up_email
3126,1,2.77,Y,0
865,1,2.54,Y,0
2089,1,2.16,Y,0
1195,1,2.95,Y,0
548,1,2.96,Y,0
4861,1,2.9,Y,0
1925,1,2.95,Y,0
4260,1,2.89,Y,0
3694,1,2.4,Y,0
1006,1,2.44,Y,0
2876,1,2.09,Y,0
3432,1,2.58,Y,0
1485,1,2.69,Y,0
1634,1,2.59,Y,0
1288,1,2.77,Y,0
2825,1,2.13,Y,0
858,1,2.04,Y,0
3541,1,2.87,Y,0
256,1,2.07,Y,0
1099,1,2.82,Y,0
313,1,2.4,Y,0
3263,1,2.6,Y,0
5106,1,2.34,Y,0
1720,1,2.14,Y,0
3181,1,3,Y,0
4931,1,2.18,Y,0
5249,1,2.7,Y,0
1052,1,2.61,Y,0
4871,1,2.7,Y,0
3776,1,2.77,Y,0
2744,1,2.02,Y,0
1362,1,2.69,Y,0
3209,1,2.56,Y,0
2915,1,2.75,Y,0
2143,1,2.82,Y,0
1299,1,2.5,Y,0
5305,1,2.73,Y,0
4878,1,2.75,Y,0
2215,1,2.75,Y,0
3959,1,2.72,Y,0
1555,1,2.06,Y,0
601,1,2.53,Y,0
1428,1,2.62,Y,0
1095,1,2.92,Y,0
4679,1,2.82,Y,0
2139,1,2.91,Y,0
1274,1,2.48,Y,0
2599,1,2.79,Y,0
1152,1,2.84,Y,0
3423,1,2.67,Y,0
3382,1,2.7,Y,0
352,1,2.13,Y,0
4018,1,2.88,Y,0
4092,1,2.58,Y,0
4359,1,2.61,Y,0
3172,1,2.24,Y,0
3230,1,2.27,Y,0
2815,1,2.48,Y,0
4718,1,2.39,Y,0
162,1,2.03,Y,0
1066,1,2.63,Y,0
4183,1,2.45,Y,0
3220,1,2.12,Y,0
2016,1,2.85,Y,0
3471,1,2.14,Y,0
5287,1,2.04,Y,0
2924,1,2.94,Y,0
5073,1,2.85,Y,0
2099,1,2.46,Y,0
386,1,2.49,Y,0
1396,1,2.01,Y,0
510,1,2.66,Y,0
3267,1,2.34,Y,0
1074,1,2.04,Y,0
4529,1,2.34,Y,0
3276,1,2.29,Y,0
2029,1,2.08,Y,0
3232,1,2.41,Y,0
4346,1,2.74,Y,0
4133,1,2.81,Y,0
2132,1,2.71,Y,0
3616,1,2.31,Y,0
2269,1,2.55,Y,0
4605,1,2.4,Y,0
3265,1,2.58,Y,0
753,1,2.08,Y,0
2859,1,2.35,Y,0
2113,1,2.26,Y,0
2306,1,2.6,Y,0
1486,1,2.25,Y,0
2746,1,2.33,Y,0
4846,1,2.34,Y,0
1791,1,2.63,Y,0
4480,1,2.98,Y,0
4765,1,2.75,Y,0
3371,1,2.19,Y,0
3699,1,2.24,Y,0
1992,1,2.73,Y,0
2758,1,2.43,Y,0
2152,1,2.47,Y,0
1369,1,2.2,Y,0
2930,1,2.24,Y,0
2631,1,2.7,Y,0
1111,1,2.99,Y,0
5232,1,2.48,Y,0
4242,1,2.33,Y,0
663,1,2.68,Y,0
4819,1,2.22,Y,0
2977,1,2.58,Y,0
4641,1,2.91,Y,0
2098,1,2.77,Y,0
2834,1,2.85,Y,0
1746,1,2.72,Y,0
874,1,3,Y,0
2860,1,2.21,Y,0
5237,1,2.44,Y,0
1441,1,2.36,Y,0
698,1,2.81,Y,0
2889,1,2.19,Y,0
3498,1,2.3,Y,0
4784,1,2.02,Y,0
734,1,2.24,Y,0
535,1,2.43,Y,0
1509,1,2.96,Y,0
3985,1,2.04,Y,0
4982,1,2.41,Y,0
807,1,2.84,Y,0
1339,1,2.2,Y,0
2941,1,2.64,Y,0
2517,1,2.93,Y,0
2563,1,2.4,Y,0
3595,1,2.56,Y,0
3167,1,2.34,Y,0
3720,1,2.29,Y,0
1357,1,2.03,Y,0
620,1,2.81,Y,0
3212,1,2.92,Y,0
2967,1,2.55,Y,0
1490,1,2.72,Y,0
3406,1,2.69,Y,0
2024,1,2.98,Y,0
1748,1,2.95,Y,0
1457,1,2.55,Y,0
4913,1,2.69,Y,0
46,1,2.48,Y,0
92,1,2.68,Y,0
3161,1,2.61,Y,0
1358,1,2.03,Y,0
3461,1,2.32,Y,0
3277,1,2.8,Y,0
2772,1,2.44,Y,0
3514,1,2.76,Y,0
927,1,2.41,Y,0
3675,1,2.24,Y,0
1007,1,2.92,Y,0
1493,1,2.33,Y,0
3995,1,2.6,Y,0
399,1,2.09,Y,0
2731,1,2.02,Y,0
1438,1,2.32,Y,0
2340,1,2.09,Y,0
1322,1,2.98,Y,0
21,1,2.44,Y,0
2163,1,2.94,Y,0
3906,1,2.55,Y,0
3951,1,2.09,Y,0
4300,1,2.06,Y,0
1635,1,2.27,Y,0
5094,1,2.56,Y,0
4294,1,2.4,Y,0
3526,1,2.53,Y,0
36,1,2.65,Y,0
3333,1,2.98,Y,0
410,1,2.55,Y,0
3259,1,2.65,Y,0
4520,1,2.66,Y,0
4571,1,2.45,Y,0
2019,1,2.5,Y,0
4125,1,2.61,Y,0
4321,1,2.4,Y,0
4217,1,2.28,Y,0
68,1,2.95,Y,0
2467,1,2.6,Y,0
4995,1,2.2,Y,0
3967,1,2.26,Y,0
3839,1,2.98,Y,0
4003,1,2.34,Y,0
4463,1,2.02,Y,0
817,1,2.17,Y,0
641,1,2.99,Y,0
694,1,2.29,Y,0
1895,1,2.51,Y,0
415,1,2.88,Y,0
763,1,2.72,Y,0
4358,1,2.41,Y,0
4964,1,2.23,Y,0
4729,1,2.96,Y,0
4160,1,2.07,Y,0
4512,1,2.04,Y,0
2219,1,2.24,Y,0
523,1,2.13,Y,0
705,1,2.64,Y,0
780,1,2.31,Y,0
2391,1,2.25,Y,0
5230,1,2.34,Y,0
1447,1,2.11,Y,0
4059,1,2.8,Y,0
2100,1,2.01,Y,0
1253,1,2.35,Y,0
4454,1,2.55,Y,0
1168,1,2.86,Y,0
4471,1,2.23,Y,0
1590,1,2.72,Y,0
4058,1,2.65,Y,0
1204,1,2.49,Y,0
1945,1,2.05,Y,0
1840,1,2.9,Y,0
301,1,2.7,Y,0
2957,1,2.36,Y,0
3445,1,2.8,Y,0
4781,1,2.51,Y,0
304,1,2.11,Y,0
4004,1,2.72,Y,0
1110,1,2.17,Y,0
3852,1,2.37,Y,0
598,1,2.38,Y,0
606,1,2.56,Y,0
1664,1,2.44,Y,0
4858,1,2.12,Y,0
1058,1,2.76,Y,0
2285,1,2.59,Y,0
225,1,2.13,Y,0
2205,1,2.08,Y,0
1106,1,2.4,Y,0
1835,1,2.07,Y,0
4626,1,2.66,Y,0
3439,1,2.03,Y,0
3314,1,2.21,Y,0
1779,1,2.26,Y,0
3783,1,2.58,Y,0
2427,1,2.38,Y,0
297,1,2.09,Y,0
5181,1,2.68,Y,0
4975,1,2.94,Y,0
867,1,2.01,Y,0
2073,1,2.2,Y,0
1031,1,2.53,Y,0
578,1,2.17,Y,0
2823,1,2.85,Y,0
2839,1,2.03,Y,0
5254,1,2.08,Y,0
1540,1,2.29,Y,0
3778,1,2.33,Y,0
2058,1,2.19,Y,0
1049,1,2.68,Y,0
3838,1,2.37,Y,0
1974,1,2.85,Y,0
1360,1,2.51,Y,0
1167,1,2.11,Y,0
3312,1,2.4,Y,0
1573,1,2.56,Y,0
3809,1,2.16,Y,0
2368,1,2.51,Y,0
3568,1,2.6,Y,0
3011,1,2.98,Y,0
806,1,2.63,Y,0
2727,1,2.91,Y,0
1631,1,2.4,Y,0
2346,1,2.47,Y,0
5202,1,2.28,Y,0
4368,1,2.63,Y,0
4693,1,2.27,Y,0
1572,1,2.94,Y,0
4496,1,2.31,Y,0
4834,1,2.82,Y,0
3111,1,2.19,Y,0
3885,1,2.25,Y,0
1927,1,2.68,Y,0
4657,1,2.74,Y,0
114,1,2.72,Y,0
1959,1,2.05,Y,0
5171,1,3,Y,0
3022,1,2.97,Y,0
2549,1,2.74,Y,0
1444,1,2.95,Y,0
4849,1,2.85,Y,0
3479,1,2.31,Y,0
3059,1,2.94,Y,0
3942,1,2.69,Y,0
3021,1,2.71,Y,0
2634,1,2.08,Y,0
3591,1,2.73,Y,0
2813,1,2.61,Y,0
1889,1,2.96,Y,0
4102,1,2.62,Y,0
2844,1,2.48,Y,0
4663,1,2.93,Y,0
3253,1,2.94,Y,0
2836,1,2.03,Y,0
3769,1,2.11,Y,0
2771,1,2.92,Y,0
2173,1,2.52,Y,0
4493,1,2.81,Y,0
117,1,2.82,Y,0
963,1,2.31,Y,0
3039,1,2.65,Y,0
1483,1,2.7,Y,0
3254,1,2.24,Y,0
4506,1,2.32,Y,0
987,1,2.04,Y,0
3738,1,2.99,Y,0
3763,1,2.76,Y,0
29,1,2.56,Y,0
2500,1,2.33,Y,0
4998,1,2.61,Y,0
1885,1,2.85,Y,0
5261,1,2.06,Y,0
2626,1,2.66,Y,0
3695,1,2.97,Y,0
3555,1,2.74,Y,0
226,1,2.93,Y,0
4874,1,2.34,Y,0
2923,1,2.37,Y,0
5238,1,2.63,Y,0
2539,1,2.32,Y,0
982,1,2.17,Y,0
3437,1,2.8,Y,0
2284,1,2.97,Y,0
1197,1,2.28,Y,0
1878,1,2.09,Y,0
3317,1,2.76,Y,0
1376,1,2.16,Y,0
4671,1,2.13,Y,0
83,1,2.95,Y,0
1788,1,2.53,Y,0
4759,1,2.77,Y,0
2227,1,2.86,Y,0
2437,1,2.01,Y,0
375,1,2.38,Y,0
4922,1,2.37,Y,0
4278,1,2.59,Y,0
4426,1,2,Y,0
540,1,2.35,Y,0
4010,1,2.28,Y,0
4020,1,2.25,Y,0
5309,1,2.58,Y,0
4270,1,2.43,Y,0
3246,1,2.06,Y,0
634,1,2.21,Y,0
2186,1,2.92,Y,0
3911,1,2.41,Y,0
4429,1,2,Y,0
1564,1,2.21,Y,0
420,1,2.79,Y,0
658,1,2.45,Y,0
4582,1,2.5,Y,0
2653,1,2.78,Y,0
3054,1,2.4,Y,0
1872,1,2.41,Y,0
1200,1,2.84,Y,0
1630,1,2.14,Y,0
4617,1,2.04,Y,0
4323,1,2.72,Y,0
4881,1,2.92,Y,0
187,1,2.22,Y,0
930,1,2.91,Y,0
1557,1,2.05,Y,0
3352,1,2.32,Y,0
1767,1,2.68,Y,0
4325,1,2.2,Y,0
369,1,2.58,Y,0
1010,1,2.56,Y,0
1915,1,2.13,Y,0
1056,1,2.87,Y,0
4810,1,2.61,Y,0
1164,1,2.86,Y,0
4306,1,2.26,Y,0
3624,1,2.69,Y,0
398,1,2.6,Y,0
628,1,2.72,Y,0
3456,1,2.05,Y,0
4826,1,2.42,Y,0
2225,1,2.97,Y,0
2193,1,2.96,Y,0
4808,1,2.81,Y,0
2226,1,2.57,Y,0
2124,1,2.93,Y,0
2393,1,2.21,Y,0
1312,1,2.01,Y,0
2607,1,2.36,Y,0
49,1,2.21,Y,0
4486,1,2.37,Y,0
4187,1,2.21,Y,0
5011,1,2.47,Y,0
5134,1,2.18,Y,0
3532,1,2.73,Y,0
5124,1,2.38,Y,0
3106,1,2.96,Y,0
5063,1,2.95,Y,0
5125,1,2.24,Y,0
2840,1,2.07,Y,0
1226,1,2.77,Y,0
1093,1,2.43,Y,0
4161,1,2.39,Y,0
3805,1,2.15,Y,0
1496,1,2.94,Y,0
714,1,2.76,Y,0
2532,1,2.97,Y,0
4245,1,2.11,Y,0
2875,1,2.94,Y,0
1414,1,2.38,Y,0
4048,1,2.36,Y,0
233,1,2.65,Y,0
1618,1,2.26,Y,0
1241,1,2.28,Y,0
3632,1,2.07,Y,0
2648,1,2.99,Y,0
4993,1,2.52,Y,0
3392,1,2.94,Y,0
1120,1,2.76,Y,0
2032,1,2.43,Y,0
4069,1,2.52,Y,0
2814,1,2.41,Y,0
3848,1,2.38,Y,0
1248,1,2.99,Y,0
3375,1,2.7,Y,0
4697,1,2.87,Y,0
1203,1,2.04,Y,0
1538,1,2.82,Y,0
3736,1,2.94,Y,0
5146,1,2.83,Y,0
789,1,2.9,Y,0
4576,1,2.94,Y,0
1719,1,2.36,Y,0
118,1,2.58,Y,0
5251,1,2.66,Y,0
2855,1,2.88,Y,0
2757,1,2.52,Y,0
1517,1,2.67,Y,0
4601,1,2.64,Y,0
4850,1,2.7,Y,0
1606,1,2.23,Y,0
2719,1,2.56,Y,0
1126,1,2.66,Y,0
4401,1,2.13,Y,0
4345,1,2.55,Y,0
210,1,2.68,Y,0
3063,1,2.1,Y,0
2507,1,2.7,Y,0
2433,1,2.35,Y,0
4404,1,2.47,Y,0
619,1,2.61,Y,0
1582,1,2.61,Y,0
4258,1,2.89,Y,0
1136,1,2.61,Y,0
4841,1,2.99,Y,0
2115,1,2.52,Y,0
962,1,2.98,Y,0
4570,1,2.07,Y,0
336,1,2.94,Y,0
431,1,2.05,Y,0
4079,1,2.99,Y,0
2321,1,2.95,Y,0
3152,1,2.95,Y,0
4415,1,2.54,Y,0
2103,1,2.34,Y,0
4041,1,2.09,Y,0
2608,1,2.96,Y,0
958,1,2.7,Y,0
151,1,2.21,Y,0
3041,1,2.99,Y,0
3755,1,2.08,Y,0
602,1,2.23,Y,0
4985,1,2.84,Y,0
4413,1,2.45,Y,0
3401,1,2.23,Y,0
678,1,2.53,Y,0
1587,1,2.71,Y,0
5103,1,2.32,Y,0
4547,1,2.5,Y,0
1494,1,2.11,Y,0
3086,1,2.94,Y,0
5022,1,2.45,Y,0
1466,1,2.25,Y,0
4313,1,2.83,Y,0
5306,1,2.52,Y,0
3747,1,2.54,Y,0
1911,1,2.73,Y,0
3824,1,2.81,Y,0
4338,1,2.78,Y,0
3128,1,2.21,Y,0
2993,1,2.13,Y,0
4736,1,2.68,Y,0
990,1,3,Y,0
639,1,2.37,Y,0
3981,1,2.3,Y,0
3984,1,2.91,Y,0
4702,1,2.23,Y,0
3807,1,2.82,Y,0
716,1,2.71,Y,0
3399,1,2.21,Y,0
2556,1,2.46,Y,0
2301,1,2.81,Y,0
952,1,2.88,Y,0
1161,1,2.44,Y,0
1528,1,2.24,Y,0
2886,1,2.59,Y,0
4225,1,2.5,Y,0
1676,1,2.04,Y,0
1906,1,2.93,Y,0
2059,1,2.58,Y,0
3198,1,2.9,Y,0
1166,1,2.57,Y,0
3674,1,2.58,Y,0
3224,1,2.27,Y,0
1814,1,2.23,Y,0
5097,1,2.2,Y,0
822,1,2.82,Y,0
528,1,2.5,Y,0
1207,1,2.89,Y,0
4661,1,2.63,Y,0
4186,1,2.62,Y,0
2458,1,2.14,Y,0
2950,1,2.41,Y,0
4291,1,2.43,Y,0
1804,1,2.16,Y,0
169,1,2.98,Y,0
2095,1,2.35,Y,0
3968,1,2.74,Y,0
1042,1,2.09,Y,0
4807,1,2.61,Y,0
4648,1,2.67,Y,0
3766,1,2.89,Y,0
4564,1,2.84,Y,0
3020,1,2.36,Y,0
2479,1,2.73,Y,0
3355,1,2.09,Y,0
1559,1,2.45,Y,0
1749,1,2.91,Y,0
3898,1,2.38,Y,0
3240,1,2.15,Y,0
4722,1,2.24,Y,0
395,1,2.62,Y,0
4862,1,2.48,Y,0
2109,1,2.79,Y,0
3798,1,2.36,Y,0
40,1,2.18,Y,0
1201,1,2.89,Y,0
2404,1,2.48,Y,0
1157,1,2.63,Y,0
4177,1,2.22,Y,0
918,1,2.1,Y,0
3,1,2.85,Y,0
276,1,2.69,Y,0
2421,1,2.82,Y,0
656,1,2.39,Y,0
3434,1,2.1,Y,0
1000,1,2.17,Y,0
302,1,2.81,Y,0
5260,1,2.97,Y,0
4757,1,2.13,Y,0
111,1,2.75,Y,0
3757,1,2.62,Y,0
3586,1,2.76,Y,0
4719,1,2.08,Y,0
1969,1,2.27,Y,0
260,1,2.3,Y,0
1008,1,2.32,Y,0
1234,1,2.49,Y,0
2912,1,2.14,Y,0
2848,1,2.91,Y,0
1649,1,2.43,Y,0
4766,1,2.06,Y,0
5001,1,2.55,Y,0
4682,1,2.85,Y,0
307,1,2.11,Y,0
209,1,2.11,Y,0
1670,1,2.9,Y,0
2936,1,2.89,Y,0
1359,1,2.47,Y,0
2172,1,2.1,Y,0
4688,1,2.07,Y,0
4503,1,2.77,Y,0
4173,1,2.03,Y,0
5264,1,2.85,Y,0
5012,1,2.82,Y,0
4696,1,2.89,Y,0
2250,1,2.84,Y,0
348,1,2.69,Y,0
4790,1,2.01,Y,0
5298,1,2.04,Y,0
3074,1,2.15,Y,0
3441,1,2.76,Y,0
2947,1,2.97,Y,0
5099,1,2.08,Y,0
3537,1,2.63,Y,0
4234,1,2.97,Y,0
31,1,2.66,Y,0
3351,1,2.37,Y,0
275,1,2.41,Y,0
3118,1,2.36,Y,0
3751,1,2.86,Y,0
1562,1,2.15,Y,0
4717,1,2.65,Y,0
5268,1,2.35,Y,0
3308,1,2.5,Y,0
4974,1,2.08,Y,0
227,1,2.72,Y,0
3241,1,2.81,Y,0
3855,1,2.16,Y,0
3947,1,2.4,Y,0
4320,1,2.29,Y,0
1175,1,2.82,Y,0
358,1,2.6,Y,0
4855,1,2.33,Y,0
1432,1,2.8,Y,0
1182,1,2.24,Y,0
5185,1,2.61,Y,0
5286,1,2.62,Y,0
826,1,2.91,Y,0
2989,1,2.68,Y,0
115,1,2.06,Y,0
2460,1,2.71,Y,0
1698,1,2.96,Y,0
2547,1,2.68,Y,0
3251,1,2.71,Y,0
2397,1,2.19,Y,0
2975,1,2.87,Y,0
4746,1,2.93,Y,0
2136,1,2.54,Y,0
2338,1,2.62,Y,0
726,1,2.11,Y,0
3452,1,2.91,Y,0
2292,1,2.78,Y,0
4176,1,2.2,Y,0
4347,1,2.45,Y,0
1384,1,2.07,Y,0
3653,1,3,Y,0
1640,1,2.83,Y,0
3257,1,2.31,Y,0
3508,1,2.25,Y,0
854,1,2.06,Y,0
1869,1,2.64,Y,0
2853,1,2.15,Y,0
2710,1,2.41,Y,0
1827,1,2.7,Y,0
4326,1,2.97,Y,0
4817,1,2.23,Y,0
1189,1,2.34,Y,0
5211,1,2.17,Y,0
4410,1,2.39,Y,0
1153,1,2.6,Y,0
512,1,2.91,Y,0
816,1,2.95,Y,0
864,1,2.65,Y,0
2868,1,2.98,Y,0
4071,1,2.59,Y,0
4192,1,2.01,Y,0
4172,1,2.74,Y,0
3803,1,2.02,Y,0
1017,1,2.8,Y,0
272,1,2.36,Y,0
4024,1,2.15,Y,0
1148,1,2.21,Y,0
4886,1,2.18,Y,0
1713,1,2.77,Y,0
1143,1,2.5,Y,0
3657,1,2.27,Y,0
3614,1,2.08,Y,0
4105,1,2.7,Y,0
4098,1,2.26,Y,0
131,1,2.79,Y,0
3956,1,2.22,Y,0
1488,1,2.88,Y,0
671,1,3,Y,0
4833,1,2.43,Y,0
3085,1,2.9,Y,0
109,1,2.78,Y,0
216,1,2.55,Y,0
4744,1,2.95,Y,0
4887,1,2.43,Y,0
3883,1,2.25,Y,0
1932,1,2.71,Y,0
1319,1,2.93,Y,0
543,1,2.5,Y,0
5226,1,2.07,Y,0
3421,1,2.2,Y,0
4424,1,2.1,Y,0
1135,1,2.97,Y,0
2088,1,2.86,Y,0
251,1,2.42,Y,0
647,1,2.06,Y,0
1307,1,2.5,Y,0
132,1,2.53,Y,0
4508,1,2.29,Y,0
1699,1,2.4,Y,0
4407,1,2.41,Y,0
4899,1,2.97,Y,0
2821,1,2.21,Y,0
3563,1,2.67,Y,0
5028,1,2.7,Y,0
1926,1,2.25,Y,0
2028,1,2.44,Y,0
2579,1,2.37,Y,0
3600,1,2.23,Y,0
4444,1,2.7,Y,0
4244,1,2.38,Y,0
2454,1,2.65,Y,0
898,1,2.45,Y,0
720,1,2.26,Y,0
1252,1,2.13,Y,0
103,1,2.93,Y,0
3455,1,2.86,Y,0
4947,1,2.57,Y,0
3458,1,2.83,Y,0
4271,1,2.67,Y,0
4811,1,2.33,Y,0
2472,1,2.41,Y,0
1892,1,2.21,Y,0
1262,1,2.41,Y,0
2986,1,2.29,Y,0
4430,1,2.43,Y,0
4220,1,2.39,Y,0
316,1,2.34,Y,0
1808,1,2.48,Y,0
3169,1,2.37,Y,0
632,1,2.32,Y,0
2211,1,2.33,Y,0
1296,1,2.72,Y,0
2845,1,2.42,Y,0
2116,1,2.02,Y,0
2424,1,2.72,Y,0
1801,1,2.09,Y,0
1144,1,2.73,Y,0
4088,1,2.22,Y,0
757,1,2.42,Y,0
3154,1,2.55,Y,0
476,1,2.81,Y,0
884,1,2.39,Y,0
409,1,2.55,Y,0
1679,1,2.3,Y,0
2682,1,2.38,Y,0
2120,1,2.68,Y,0
5272,1,2.67,Y,0
5077,1,2.32,Y,0
4357,1,2.64,Y,0
1955,1,2.27,Y,0
1753,1,2.51,Y,0
2350,1,2.5,Y,0
5295,1,2.4,Y,0
4237,1,2.75,Y,0
4206,1,2.89,Y,0
902,1,2.49,Y,0
4433,1,2.2,Y,0
4214,1,2.54,Y,0
978,1,2.69,Y,0
1655,1,2.3,Y,0
3329,1,2.76,Y,0
5293,1,2.96,Y,0
4277,1,3,Y,0
3556,1,2.17,Y,0
2462,1,2.68,Y,0
133,1,2.58,Y,0
3357,1,2.45,Y,0
660,1,2.49,Y,0
4685,1,2.87,Y,0
2588,1,2.89,Y,0
516,1,2.47,Y,0
948,1,2.82,Y,0
2570,1,2.07,Y,0
3869,1,2.48,Y,0
2611,1,2.43,Y,0
3097,1,2.34,Y,0
4339,1,2.16,Y,0
700,1,2.94,Y,0
1776,1,3,Y,0
717,1,2.65,Y,0
563,1,2.88,Y,0
741,1,2.1,Y,0
4352,1,2.97,Y,0
2637,1,2.5,Y,0
980,1,2.79,Y,0
4252,1,2.74,Y,0
3210,1,2.57,Y,0
4665,1,2.67,Y,0
5245,1,2.39,Y,0
2632,1,2.75,Y,0
4157,1,2.23,Y,0
582,1,2.94,Y,0
1807,1,2.96,Y,0
4739,1,2.81,Y,0
2137,1,3,Y,0
3322,1,2.62,Y,0
4269,1,2.18,Y,0
4681,1,2.35,Y,0
55,1,2.89,Y,0
3638,1,2.7,Y,0
2295,1,2.21,Y,0
3836,1,2.44,Y,0
1712,1,2.47,Y,0
4292,1,2.57,Y,0
3444,1,2.82,Y,0
2013,1,2.84,Y,0
4134,1,2.11,Y,0
4909,1,2.68,Y,0
3286,1,2.55,Y,0
1691,1,2.47,Y,0
939,1,2.13,Y,0
4169,1,2.25,Y,0
1938,1,2.23,Y,0
692,1,2.91,Y,0
4673,1,2.77,Y,0
3668,1,2.07,Y,0
2948,1,2.54,Y,0
3008,1,2.5,Y,0
4373,1,2.39,Y,0
400,1,2.73,Y,0
1352,1,2.6,Y,0
2102,1,2.82,Y,0
1351,1,2.39,Y,0
2106,1,2.11,Y,0
618,1,2.65,Y,0
2759,1,2.56,Y,0
932,1,2.38,Y,0
2048,1,2.43,Y,0
3342,1,2.86,Y,0
850,1,2.05,Y,0
1311,1,2.62,Y,0
4600,1,2.16,Y,0
640,1,2.67,Y,0
3753,1,2.24,Y,0
2401,1,2.09,Y,0
179,1,2.97,Y,0
3358,1,2.71,Y,0
2060,1,2.1,Y,0
617,1,2.76,Y,0
2625,1,2.27,Y,0
4596,1,2.88,Y,0
3387,1,2.51,Y,0
517,1,2.46,Y,0
2833,1,2.99,Y,0
1179,1,2.49,Y,0
1039,1,2.35,Y,0
1155,1,2.28,Y,0
2495,1,2.23,Y,0
1114,1,2.94,Y,0
5175,1,2.43,Y,0
4761,1,2.74,Y,0
2218,1,2.48,Y,0
1047,1,2.2,Y,0
2899,1,2.62,Y,0
2352,1,2.85,Y,0
3149,1,2.12,Y,0
999,1,2.42,Y,0
499,1,2.52,Y,0
1122,1,2.16,Y,0
3878,1,2.07,Y,0
2783,1,2.25,Y,0
139,1,2.86,Y,0
4980,1,2.45,Y,0
1705,1,2.43,Y,0
2755,1,2.17,Y,0
3794,1,2.81,Y,0
2804,1,2.3,Y,0
5127,1,2.52,Y,0
4236,1,2.1,Y,0
4446,1,2.94,Y,0
3928,1,2.74,Y,0
4248,1,3,Y,0
1084,1,2.1,Y,0
2064,1,2.78,Y,0
938,1,2.26,Y,0
1549,1,2.89,Y,0
3606,1,2.36,Y,0
4438,1,2.55,Y,0
3716,1,2.91,Y,0
4734,1,2.34,Y,0
3661,1,2.41,Y,0
1803,1,2.18,Y,0
1170,1,2.09,Y,0
3635,1,2.88,Y,0
4897,1,2.43,Y,0
2082,1,2.95,Y,0
4825,1,2.17,Y,0
4585,1,2.2,Y,0
412,1,2.95,Y,0
5294,1,2.41,Y,0
4228,1,2.86,Y,0
4643,1,2.61,Y,0
4579,1,2.98,Y,0
2545,1,2,Y,0
5051,1,2,Y,0
1502,1,2.64,Y,0
2681,1,2.11,Y,0
736,1,2.44,Y,0
1771,1,2.67,Y,0
772,1,2.08,Y,0
3908,1,2.31,Y,0
2197,1,2.09,Y,0
3578,1,2.9,Y,0
1482,1,2.67,Y,0
5174,1,2.19,Y,0
2790,1,2.64,Y,0
258,1,2.83,Y,0
5276,1,2.61,Y,0
1909,1,2.25,Y,0
142,1,2.98,Y,0
943,1,2.43,Y,0
5152,1,2.7,Y,0
3992,1,2.22,Y,0
4447,1,2.81,Y,0
1380,1,2.63,Y,0
5112,1,2.06,Y,0
748,1,2.44,Y,0
2062,1,2.85,Y,0
4670,1,2.79,Y,0
2333,1,2.8,Y,0
2723,1,2.86,Y,0
900,1,2.4,Y,0
5076,1,2.43,Y,0
2918,1,2.53,Y,0
2486,1,2.68,Y,0
1236,1,2.3,Y,0
4391,1,2.94,Y,0
5034,1,2.74,Y,0
1654,1,2.58,Y,0
1472,1,2.49,Y,0
446,1,2.29,Y,0
2884,1,2.98,Y,0
2192,1,2.17,Y,0
4908,1,2.7,Y,0
1653,1,2.96,Y,0
1723,1,2.26,Y,0
1301,1,2.2,Y,0
2324,1,2.9,Y,0
4051,1,2.64,Y,0
3652,1,2.69,Y,0
3496,1,2.89,Y,0
1953,1,2.06,Y,0
59,1,2.8,Y,0
2610,1,2,Y,0
3721,1,2.84,Y,0
4120,1,2.27,Y,0
2331,1,2.57,Y,0
2768,1,2.87,Y,0
2044,1,2.35,Y,0
2246,1,2.69,Y,0
3323,1,2.66,Y,0
2195,1,2.8,Y,0
4151,1,2.31,Y,0
2687,1,2.24,Y,0
4029,1,2.43,Y,0
1251,1,2.42,Y,0
454,1,2.72,Y,0
12,1,2.89,Y,0
3573,1,2.02,Y,0
2107,1,2.99,Y,0
1449,1,2.45,Y,0
1139,1,2.18,Y,0
2214,1,2.89,Y,0
2435,1,2.33,Y,0
4091,1,2.78,Y,0
1375,1,2.47,Y,0
207,1,2.56,Y,0
4792,1,2.61,Y,0
239,1,2.46,Y,0
4933,1,2.28,Y,0
2927,1,2.68,Y,0
267,1,2.65,Y,0
1096,1,2.09,Y,0
4672,1,2.19,Y,0
5096,1,2.67,Y,0
5269,1,2.1,Y,0
3727,1,2.96,Y,0
4892,1,2.8,Y,0
2329,1,2.36,Y,0
5003,1,2.5,Y,0
3080,1,2.98,Y,0
467,1,2.21,Y,0
2408,1,2.89,Y,0
3070,1,2.02,Y,0
453,1,2.37,Y,0
525,1,2.94,Y,0
4822,1,2.36,Y,0
3728,1,2.97,Y,0
5048,1,2.45,Y,0
3850,1,2.43,Y,0
3539,1,2.38,Y,0
5281,1,2.8,Y,0
2774,1,2.49,Y,0
4318,1,2.63,Y,0
4749,1,2.16,Y,0
3698,1,2.65,Y,0
4478,1,2.98,Y,0
2536,1,2.93,Y,0
3201,1,2.46,Y,0
3865,1,2.82,Y,0
1745,1,2.9,Y,0
3281,1,2.36,Y,0
4504,1,2.02,Y,0
919,1,2.63,Y,0
3664,1,2.22,Y,0
474,1,2.46,Y,0
2883,1,2.78,Y,0
1933,1,2.71,Y,0
8,1,2.81,Y,0
3697,1,2.52,Y,0
1787,1,2.84,Y,0
4207,1,2.01,Y,0
2729,1,2.94,Y,0
5192,1,2.18,Y,0
